title,url,summary,top_tag,middle_tags
トレーナーが繰り出すポケモンに込められた意図の考察【リモポケ学会#1】,https://www.youtube.com/watch?v=qwk3WHN4S6o,このプレゼンテーションでは、ポケモンに関する様々な要素が取り上げられています。ポケモントレーナーの意図やポケモン同士の組み合わせの重要性、フォルムチェンジの潜在能力、そして特定のポケモンやキャラクターの役割や関連性について説明されています。また、ポケモンの現実世界への存在や対戦の可能性、ポケモンブラック・ホワイトの物語やキャラクターの紹介、ポケモンと人間の関係や幸せについても触れられています。プレゼンターは独自の視点でポケモンの要素を考察し、聴衆にも自分なりの考えを持ってもらいたいという意図が感じられます。,ポケモンというゲーム・その戦略,"['#ポケモントレーナー', '#ポケモン戦略', '#ポケモンと人間の関係']"
ニックネームのすゝめ【リモポケ学会#2】,https://www.youtube.com/watch?v=R5qhySnboUc,このプレゼンテーションでは、ポケモンのニックネームについて話がありました。ニックネームを付けることはポケモンに愛着を持つための方法の一つであり、いくつかの付け方が紹介されました。具体的には、種族名の一部を使ったり、地方にちなんだ名前を付けたり、他の作品のキャラクターの名前を使ったりする方法があります。ニックネームを付けることでポケモンとの関係が深まり、愛着を持つことができます。ただし、ニックネームを付けないことも問題ではなく、ポケモンに愛着を持つことは他の方法でもできます。ニックネームの付け方には、レッドメソッドや人名メソッド、姓名判断を使った方法があり、対戦に向けた情報としても有用です。ニックネームの付け方は個体名としての愛着を深めるために重要であり、ガセネタや都市伝説を基にしたニックネームの付け方もあることが述べられました。ポケモンのニックネーム付けはポケモンの気持ちを考えて行うことが重要であり、個々の好みやテーマに基づいて付けることができます。,ポケモンと人間,"['#ポケモンと人間の関係', '#ポケモンニックネーム']"
バタフリーとモルフォンは入れ替わったのか？【リモポケ学会#4】,https://www.youtube.com/watch?v=3VCHzUti5sw,このプレゼンテーションでは、ポケモンのバタフリーモルフォンとモルフォンについての入れ替わり説について説明されています。初代ポケモンのデザインや背景についての説明があり、その後、仮説が提示されます。また、キャタピー、トランセル、モルフォンについての特徴やデザインの変遷についても話されています。モルフォンの名前やデザインには「変身」という意味があり、進化する際にもダブルミーニングがある可能性が提案されています。さらに、アオスジアゲハの進化に関しても考察され、昆虫の大きさとジェンダー社会の関係についても言及されています。質疑応答の時間も設けられており、質問はTwitterなどで受け付けているようです。ただし、このプレゼンは仮説であるため、鵜呑みにすることはできないとされています。,ポケモンの進化・生態,"['#ポケモンの進化', '#ポケモン仮説', '#ポケモンデザイン変遷']"
パラドックスポケモンの正体に迫る！【リモポケ学会#6】,https://www.youtube.com/watch?v=PHFoZxek62U,"このプレゼンテーションでは、パラドックスポケモンについての謎に迫りました。パラドックスポケモンは最新作SVで登場し、現代のポケモンの特定種に酷似しています。進化前の姿については特殊進化とレベルアップで進化するポケモンが存在し、進化の意志や環境の違いが関係している可能性があります。また、進化後の姿の古代パラドックスは進化前の姿が確認されておらず、敵に狙われやすいため初めから進化後の姿で生まれてくる可能性があると考えられています。

ポケモンの進化に関しては、タイプ進化の石や特殊な磁場が関与しており、進化エネルギーの蓄積とは関係がないことが示されています。砂の毛皮の進化には時系エネルギーが必要であり、古代のポケモンは大型化し、未来のポケモンは機械化していることが指摘されています。現代のポケモンとパラドックスの関係についても説明され、生態系の違いが示唆されています。

バージョン違いについては、バイオレット時空とスカーレット時空が並行世界であり、異なるポケモンが存在することが説明されています。また、タイムマシンの実験によってパラドックスポケモンが過去に転移し、独自の生態系を作り出していることが述べられています。

さまざまな質問や考察が行われ、ポケモンの進化や繁殖方法、進化の石の作用、パラドックスポケモンの存在などについて話が進められました。また、ポケモンと人間の関係やポケモンの姿や特徴についても議論がありました。",ポケモンの進化・生態,"['#ポケモンの進化', '#パラドックスポケモン', '#ポケモン進化石', '#ポケモンと人間の関係']"
フランス語ポケモン名にみるポケモンの翻訳ー「世界共通名称」へのこだわりと固有の名前ー【リモポケ学会#7】,https://www.youtube.com/watch?v=CRLaEQ5wzAA,このプレゼンテーションでは、ポケモンの翻訳における世界共通名称と固有の名前のこだわりについて話されています。フランス語版では独自の名前が使われており、ポケモンの名前や技名には言語ごとの違いがあります。また、ポケモンの友達として扱われる表現やフランス語版の独自路線の役も存在します。ポケモンの名前や技名の違いは外国でプレイする際の楽しみの一つとなっており、フランス語版ポケモンは任天堂の世界戦略にも影響を与えています。このプレゼンテーションは、ポケモンに関する興味深い情報を提供し、参加者に楽しい時間を提供しました。,その他,"['#フランス語版ポケモン', '#ポケモン情報', '#ポケモン翻訳']"
ポケカを読む【リモポケ学会#3】,https://www.youtube.com/watch?v=rNT-BnXYqlI,このプレゼンテーションでは、ポケモンカードのフレーバーについて説明されています。フレーバーは余分な情報であり、ゲームのシステムやプレイ上の働きとは直接関係がありませんが、現実の概念と性能を結びつけることでカードの表現として成り立っています。フレーバーはポケモンカードの世界を深く理解するための重要な要素であり、ゲーム体験を豊かにするための情報です。また、プレゼンテーションではポケモンカードゲームのシステムや要素についても説明されており、山札やドローカードの意味、カードの名前や配置にも意味があることが示されています。さらに、lostゾーンやポケモンの強さに関する要素も取り上げられています。プレゼンテーションは興味深く、ポケモンカードゲームの魅力を伝える内容でした。,商品・経済,"['#ポケモンカードゲーム', '#ポケモンカードフレーバー']"
ポケモンWordle考察【リモポケ学会#5】,https://www.youtube.com/watch?v=aBC9v73ntLk,このプレゼンテーションでは、ポケモンワードというゲームについての考察が行われました。具体的な例を挙げながら、灰色や緑色、黄色の情報を活用することで候補を絞り込む方法が紹介されました。さらに、数学的な式を用いて、絞り込みの効果や確率についても説明されました。ポケモンワードの楽しさや戦略性についても触れられ、最終的には絞り込みの効果が高いポケモンが特定されました。また、ポケモンに関する統計的な先行研究やエンドレスモードの攻略手法についても説明されました。プレゼンテーションは時間勝負であり、計算や研究に基づいた情報が重要ですが、自分でやる際には勘も大切です。マスターワードの集め方やマスターカードのサイズについても触れられました。,技術・研究,"['#ポケモンワードル', '#ポケモン統計学', '#ポケモン研究']"
ポケモンアーケードの歴史と魅力【リモポケ学会#mini2】,https://www.youtube.com/watch?v=9yFYGibxO7w,"このプレゼンテーションでは、ポケモンアーケードの歴史と魅力について説明されました。ポケモンアーケードは、ポケモンのメダルやタグを入手してバトルやコレクションを楽しむトレーディングアーケードゲームです。歴史的には、ポケモンバトリオ、ポケモントレッタ、ポケモンガオーレと進化してきました。最新のポケモン目指しさでは、2台の画面が合体してタッグバトルが楽しめる特徴があります。また、排出方法も変化し、低コストでランダムな排出が実現されています。

ポケモンアーケードの魅力については、プラスなどの玩具を使ってポケモンをダイマックスや巨大マックスさせることができ、メモリータウンではデータを保存することができます。QRコードを読み込ませることで専用ページにアクセスし、キャラクターの着せ替えや記録の確認ができます。さらに、プレイヤーは好きなポケモンを自由に使うことができ、タッグバトルやトレーナーバトルなど特別な要素も楽しめます。イラストや楽曲、広告なども魅力の一つであり、イベントやオンライン店頭大会などを通じてさまざまな取り組みが行われています。ポケモンアーケードは進化を続けており、他の作品とは異なる独自のシステムを持っています。

ポケモンの楽しみ方や魅力についても紹介されました。ポケモンの楽曲やイベントなど、ゲーム内外での様々な魅力が伝えられました。参加者はポケモンメザスタの挨拶を行い、プレゼンテーションは終了しました。質問やコメントも受け付けられ、ポケモンセットやメガレックウザの紹介もありました。また、ポケモンのタグの数やお気に入りのイラストについても話されました。プレゼンテーションはポケモンの魅力や楽しみ方を伝える内容でした。

最後にはポケモンに関する楽曲やイベントの盛り上がりについて話されました。楽曲はカラオケにも入っており、アーケードやバトリアの曲もありますが、公式には上がっていないようです。ポケモンセンターやイベントの周辺が一番盛り上がっており、子供たちの声もTVで放送されています。イベントの影響も大きく、目指すものに煽りを受けていると感じています。最後には質疑応答が行われ、次のプレゼンテーションに移る前に休憩があります。

以上がこのプレゼンテーションの要点であり、ポケモンアーケードの歴史、魅力、楽しみ方、楽曲やイベントの盛り上がりについて紹介されました。",基本情報,"['#ポケモンの歴史', '#ポケモンの魅力', '#ポケモンアーケード', '#ポケモンイベント', '#ポケモンセンター']"
ポケモンカードコインの話―裏面の変遷と謎―【リモポケ学会#1】,https://www.youtube.com/watch?v=2-Bzx4zo2V8,"このプレゼンテーションでは、ポケモンカードのコインについての話がされています。プレゼンターはポケモンカードのコインを収集しており、特に珍しいコインを集めていると述べています。しかし、コインの情報が少なく、写真ではコインの種類が分からないことが難点だと話しています。また、コインの裏面についても話しており、初代のコインはラッキーが多く、最初のコインも最後のコインもラッキーであることに興味を持っています。

また、ポケモンカードゲームのコインについても説明されています。ポケモンカードゲームネオのコインでは、モンスターボールがモチーフとして使われていました。さらに、コインの種類や配布方法についても詳しく説明されました。初代のコインには前期と後期の2種類があり、後期では任天堂のロゴに変更があったことが紹介されました。現行のポケモンカードのコインについても説明され、登録商標マークの変更に触れられました。

さらに、ポケモンカードの商標とトレードマークについても説明されています。商標として登録されていないものにはマークをつけてはいけないということがあります。また、ポケモンカードのアジア展開に関連して、タイとインドネシアでの展開時に商標のマークが邪魔になった可能性があると仮説が立てられています。さらに、ポケモンカードのコインの表記変更やコインの種類についても説明されています。

プレゼンテーションの最後には、ポケモンカードの展開に関わった人物やポイントの配布についても言及されています。",商品・経済,"['#ポケモンカードゲーム', '#ポケモンカードコイン']"
ポケモンからトレーナーを読む～美しすぎるオクタンの後継者【リモポケ学会#4】,https://www.youtube.com/watch?v=iY35KneYBGc,このプレゼンテーションでは、ポケモンのトレーナーがポケモンを選ぶ際に思いや意図が込められていることが紹介されています。具体的には、ポケモンのタイプや特性を通じてトレーナーの考えや意図が表現されていることが説明されています。また、ポケモンの力を引き出す方法や効果的な戦術の組み合わせ方、プラズマ団やチャンピオンの役割、結びつきの重要性やポケモンの安心感を表すポケモンなど、ポケモンに関する様々な話題が取り上げられています。プレゼンテーションの目的は、ポケモンに関する興味深い話題を通じて聴衆を楽しませることです。,ポケモンというゲーム・その戦略,"['#ポケモン戦略', '#ゲーム戦略', '#トレーナーの選択']"
ポケモンが大好きなあなたにススメたいポケモンユナイト観戦の楽しみ方【リモポケ学会ex】,https://www.youtube.com/watch?v=5jxmGGACoyQ,このプレゼンテーションでは、ポケモンユナイトの観戦の楽しみ方やゲームの魅力について話されています。ポケモンユナイトは5対5のチーム戦略バトルゲームで、10分の制限時間内でポイントを獲得し、相手のゴールにボールを入れることで勝利を目指します。ポケモンの進化や成長、野生ポケモンの倒し方やレベルの面での有利さも重要です。プレゼンテーションでは、ポケモンユナイトの基本的なルールや戦略、ポケモンの特徴などをわかりやすく説明しています。また、ポケモンユナイトの魅力や楽しみ方についても触れられています。試合の流れや戦略、ポケモンの動きや進化形態、ユナイト技やラストスパート状態など、ゲームの要素や戦略についても詳しく解説されています。ポケモンユナイトの特徴や魅力、ポケモンの表現や動きの楽しみ方についても紹介されています。さらに、ポケモンのゲームの特徴やレンタルパーティの利便性、ポケモンチームの実力や海外との比較、試合の見どころや負けている側のアクションについても話されています。プレゼンテーションの目的は、ポケモンユナイトの魅力を伝えることであり、ポケモンファンにとって興味深いポイントを紹介しています。,ポケモンというゲーム・その戦略,"['#ポケモン戦略', '#ゲーム戦略', '#バトル戦略', '#ポケモンユナイト']"
ポケモンクイズは作りにくい！～エンターテインメントと演出における苦悩～【リモポケ学会#7】,https://www.youtube.com/watch?v=yNYfMPFnYWQ,このプレゼンテーションでは、ポケモンに関するクイズの作成について話されています。問題文が長くなりがちであることや、要素を入れ込むことで答えを絞ることができるが問題文が長くなること、さらに時期のトレンドやリメイク版の違いも考慮しなければならないことが難しさの一因とされています。また、エンターテイメント性を重視した問題文の作り方や、クイズの演出についても紹介されています。ポケモンクイズの作成には時間と工夫が必要であり、明確な答えを持つ問題を作るためには裏取りも必要です。さらに、クイズの順番や難易度にも工夫が必要であり、参加者や見学者が楽しめるレベルに達することが重要です。種族統一のバトルやテラスタルに乗ってのバトル環境も紹介され、多くの人が興味を持ってくれることを願っています。,ポケモンというゲーム・その戦略,"['#ポケモンクイズ', '#エンターテイメント', '#種族統一バトル']"
ポケモンで学ぶ 味覚と嗜好の科学【リモポケ学会#7】,https://www.youtube.com/watch?v=NNXndYF-4lM,このプレゼンテーションでは、ポケモンの世界での食の要素や味覚について学び、ポケモンのゲーム内での食事要素や味の好みについても言及されました。さらに、ポケモンの世界における食物と栄養素の関係性や、秘伝スパイスの味の相互作用、ポケモンの味覚についての調査結果、ポケモンの好みや禁忌の食材の存在についての考察、ポケモンの名前の翻訳についての考察、地域や文化による味の好みの違い、フランス語版ポケモン名の魅力と外国語でプレイする楽しさについて話されました。,その他,"['#ポケモン料理', '#フランス語版ポケモン', '#ポケモンの食事要素']"
ポケモンとグローバリズム【リモポケ学会#4】,https://www.youtube.com/watch?v=t1i6Tjy4A68,このプレゼンテーションでは、ポケモンとグローバリズムについて話されています。ポケモンの世界的なブランドであることや、グローバル市場で展開されていることが紹介されています。また、ポケモンの世界展開の歩みやグループビジョンを体現している取り組みについても説明されています。さらに、人種差別やローカライゼーションについても触れられ、ポケモンが世界に与える影響が説明されています。プレゼンテーションでは、ポケモンの変更点や歴史的背景についても説明され、将来的にはLGBT+のキャラクターの登場や異文化への配慮が期待されています。最後に、ポケモンを通じて現実世界と仮想世界をつなげ、グローバルなビジョンを実現する可能性があると述べられています。,ポケモン文化・社会,"['#ポケモンと現実世界', '#ポケモングローバリズム', '#ポケモンと社会問題']"
ポケモンのキャラクターデザインにおける色彩の変化について【リモポケ学会#6】,https://www.youtube.com/watch?v=cQv8KSR50_c,このプレゼンテーションでは、ポケモンのキャラクターデザインにおける色彩の変化について説明されています。プレゼンターはポケモンのエンジョイ勢であり、自身のキャラクターデザインにおける色彩の変化について発表します。プレゼンテーションの構成は、自己紹介、問題の所在、研究方法、研究の成果と考察、結論とまとめの順で進みます。問題の所在では、ポケモンのデザインの変化についてのツイートや意見が紹介され、その原因について考察されます。研究方法では、ポケモンの画像を使用して色のサイドを算出し、キャラクターデザインの変遷を分析します。最後に、プレゼンターの研究結果に基づいてポケモンのキャラクターデザインにおける色彩の変化について結論がまとめられます。また、PythonとOpenCVを使用してポケモンの画像解析を行い、ポケモンのタイプごとのサイド変化を比較しました。結果として、炎タイプは下がり、草タイプと水タイプは上がっている傾向が見られました。さらに、ポケモンのタイプ色の変化も調査し、炎タイプは変わらず、草水タイプは上昇していることがわかりました。これらの結果から、ポケモンのデザインの影響がある可能性が示唆されています。また、ポケモンのキャラクターデザインの変化には、親御さんが驚かないようにシンプルで複雑さを避けるという配慮や、時代やゲーム機の進化によるバランスの変化が関係していることも指摘されています。さらに、ゲーム機のハードの変化がポケモンのデザインに影響を与えている可能性も示唆されています。プレゼンテーションでは、他のデザインとの比較やゲーム機のハードの変化なども考慮しながら、ポケモンの色彩の変化について詳しく説明されました。また、質疑応答では、複数色の組み合わせや進化別の色彩変化についての研究の予定も話されました。プレゼンテーションでは、ポケモンに関するいくつかのテーマが取り上げられ、ポケモンの進化前後の比較や色合いの好み、個性の意識などが話題となりました。さらに、ポケモンの進化やデザインには、ユーザーの反応やポケモンの脱却が関係していることも述べられました。最後に、プレゼンテーションは質疑応答の時間を経て終了し、次のプレゼンテーションに移りました。次のプレゼンテーションでは、ポケモンと生物の比較について話される予定です。,技術・研究,"['#ポケモンデザイン', '#ポケモン研究', '#ポケモン色彩変化', '#ポケモン画像解析']"
ポケモンのたかさについて【リモポケ学会#1】,https://www.youtube.com/watch?v=tqo3NVpZaCo,このプレゼンテーションでは、ポケモンの高さやサイズについての話がされました。ポケモンの高さに関する情報は公式情報やデザイナーの意図、アニメや漫画などから得られるものであり、正確なサイズを測ることは難しいです。ポケモンのサイズ感を楽しむためには、ポケモン図鑑や公式イラストを参考にすることが一般的ですが、注意が必要です。また、ポケモンのフィギュアやグッズを使って実際にサイズ感を感じることも紹介されました。プレゼンテーションでは、ポケモンに関するさまざまな要素が話され、興味深い情報が提供されました。,基本情報,"['#ポケモン図鑑', '#ポケモンデザイン', '#ポケモンのサイズ', '#ポケモングッズ']"
ポケモンの失われた形態  メガヤンマはパラドックスポケモンであるか 【リモポケ学会#6】,https://www.youtube.com/watch?v=sOJOeMu81ro,このプレゼンテーションでは、人間とポケモンの共存について考えられています。人間はポケモンの力を借りて生きており、ポケモンは人間との友情や遊び、文明の恩恵を得ることができます。ポケモンは経験値を積んでレベルアップし、進化することで強くなります。人間がポケモンの可能性を引き出すことができるため、共存は重要です。また、ポケモンの進化や存在にはまだ解明されていない要素が多くあり、研究が進められています。,ポケモンと人間,"['#ポケモンと人間の関係', '#ポケモンの進化', '#ポケモン研究']"
ポケモンの進化に伴う文字数変化について【リモポケ学会#6】,https://www.youtube.com/watch?v=_tVpz0JNCFM,このプレゼンテーションでは、ポケモンの進化に伴う文字の変化や名前の特徴について説明されました。統計的なデータから、進化すると名前の文字数や濁音数が増える傾向があることが示されました。また、ポケモンの進化系統ごとに特徴的な文字や音が使われており、それによってポケモンの特色や雰囲気が表現されていることも分かりました。さらに、ポケモンの名前にはモチーフや意味合いと音のクオリア、見た目のクオリアが組み合わさって成り立っており、ポケモンの成長を感じることができる言葉の芸術であることが示されました。研究結果や意見の紹介、参加者との交流も行われ、ポケモンに関する興味深い情報が共有されました。,技術・研究,"['#ポケモン研究', '#ポケモンの進化', '#ポケモン名前の特徴']"
ポケモンの人物名モチーフにおける植物とその世代別傾向【リモポケ学会#1】,https://www.youtube.com/watch?v=KLrNwHXsn3Y,このプレゼンテーションでは、ポケモンの名前に関連する植物の由来や関連性について話されました。また、ポケモンの世代ごとにキャラクターの名前についても説明され、特に第5世代では関係のある名前が使われていることが特徴でした。さらに、プレゼンターは自身の活動やポケモンが彼の人生を変えたことについても説明しました。ポケモンのプレゼンテーションは、知識を楽しく学ぶことができるツールであり、仮想と技術を駆使して実現しています。,基本情報,"['#ポケモンの歴史', '#ポケモン図鑑', '#ポケモン名前の由来']"
ポケモンの微細構造について考える ～構造色から透明マントまで～【リモポケ学会#5】,https://www.youtube.com/watch?v=3CXxsk1XfKI,このプレゼンテーションでは、ポケモンの微細構造や特殊な能力についての考察が行われました。具体的には、ポケモンの図鑑説明文に書かれている特徴や生態について、実際の生物や物理現象との関連性が考えられました。また、ポケモンの色や透明化についても説明され、金属材料の反射スペクトルや鳳凰の羽の色、透明化の仕組みが紹介されました。さらに、新しいポケモンの予測や宝石ゾーンの虫についても言及されました。プレゼンテーションの目的は、ポケモンの微細構造に興味を引き、ポケモンの生態について深く考えるきっかけを与えることでした。ただし、内容は図鑑説明文を元にした妄想であり、正確さを求められる場合もあるため、専門家の方々には温かい目で見ていただくようにお願いしています。,ポケモンの進化・生態,"['#ポケモンの生態学', '#ポケモン図鑑', '#ポケモン微細構造']"
ポケモンの名言を深掘り！【リモポケ学会#3】,https://www.youtube.com/watch?v=0xae45K5E-I,このプレゼンテーションでは、ポケモンの名言についての考察が行われ、それぞれの言葉が人々に響く理由が探られました。具体的には、3つの名言を取り上げ、発言者の意図を読み解きながら分析されました。また、2人のトレーナーの発言を比較し、家庭や結果を重視するかどうかについて考察されました。結論として、どちらの意見も正しいとされました。さらに、プレゼンテーションではポケモンに関する興味深い話題が取り上げられ、グリーンの信頼や愛情の喪失、彼の心理状態の分析、ポケモンの名言の重要性が強調されました。プレゼンターはポケモンのセリフやトレーナーの考え方について話し、プレイヤーにとって特別な意味を持つこともあると述べました。最後に、トレーナーの人柄やセリフがゲームにおいて重要であるという考えが述べられました。,ポケモンに関する深い考察,"['#ポケモンの深層', '#ポケモン名言', '#キャラクター分析']"
ポケモンを実験体としたAIによる研究【リモポケ学会#1】,https://www.youtube.com/watch?v=bIW4tZpKmX8,このプレゼンテーションでは、ポケモンを実験体としたAIによる研究について話されています。AIを使用してポケモンの画像を加工し、デジタルなポケモンを水彩風に変換したり、ポケモンとデジモンのデザインを入れ替えたりする実験結果が紹介されています。また、ポケモンのタイプを変化させる実験やポケモンのコピーを作る実験も行われました。AIを活用することで、ポケモンの新たな可能性や魅力を引き出すことができることが示されています。さらに、AIによって作り出された究極のポケモンやポケモンのデザインやカードの作成についても紹介されており、AIの進化とポケモン研究の関係性について興味深い内容となっています。話者は自分の行動の重要性を強調し、ポケモンに関する情報を独自に追加しています。最終的な目標は、オリジナルポケモンのセットを高めることです。,技術・研究,"['#AIとポケモン', '#ポケモン研究', '#AIによるポケモンデザイン']"
ポケモン世界の異類婚姻譚【リモポケ学会#7】,https://www.youtube.com/watch?v=pXwd04Mrvzs,このプレゼンテーションでは、ポケモン世界における衣類婚姻譚について説明されています。衣類婚姻譚は、衣類が人間と結婚する物語を指し、ポケモン世界でも信用昔話やポケモンと人間の関係性についての話が存在しています。ポケモンの世界では多神教が広く浸透しており、ポケモンが神として崇められています。また、ポケモンと人間の関係性も衣類婚姻譚の構造に当てはまるものがあり、ポケモンは自然界の生き物として受け入れられています。ポケモンの世界では衣類婚姻譚が根付きやすい地域が存在し、ポケモンと人間の関係性においても衣類婚姻譚の要素が見られることが示されています。ポケモンと人間の関係性は私たちの世界と似ていますが、一部の構造が異なります。ポケモンと人間の結婚については詳細が不明ですが、ポケモンと人間は同じ社会で共に生きる仲間であり、ポケモンと人間の婚姻譚が明確に描かれることは難しいと考えられます。ポケモンの世界ではポケモンと人間の関係に配慮がなされており、ポケモンと人間の結婚も一部の国で禁止されている可能性があります。ポケモンと人間のコミュニケーションや関係性は言葉を使わずに行われることが多く、ポケモン同士の関係性にはタブーが存在しない可能性があります。ポケモンダンジョンの世界では、ポケモン同士の関係性がより重要になると考えられます。結婚についても、ポケモン同士の関係性や愛情によって成立する可能性があると言われています。,ポケモンと人間,"['#ポケモンと人間の関係', '#ポケモンと人間の結婚', '#ポケモンの神話', '#ポケモンの社会構造']"
ポケモン世界大会の魅力【リモポケ学会ex】,https://www.youtube.com/watch?v=tVhqzvP07Ro,このプレゼンテーションでは、過去のポケモンの大会で活躍した珍しいポケモンの例が紹介されました。また、会場の広さや演出のクオリティについても触れられ、参加者が海外のプレイヤーと直接交流できる国際交流の醍醐味も強調されました。さらに、海外で人気のあるポケモン構築の一つである「グラードン雑誌」についても言及されました。,ポケモン文化・社会,"['#ポケモン大会', '#ポケモン世界大会', '#ポケモン対戦']"
ポケモン前史 ポケモンはいかにして生まれたのか【リモポケ学会#5】,https://www.youtube.com/watch?v=OjRmUMF4-h8,"このプレゼンテーションでは、ポケモンの歴史と人気の理由について説明されています。ポケモンは1996年にゲームボーイ用ソフトとして発売され、世界中で大ヒットしました。ポケモンの制作には田尻諭、杉森賢志、増田純一の3人が関わっており、彼らの才能と情熱がポケモンの成功につながりました。ポケモンの人気の理由は、楽しいゲームプレイやキャラクター、交換やバトルなどの要素があることなどです。ポケモンは多くの人々にとって楽しい思い出や体験を提供しています。

また、ポケモンの開発に関する情報も提供されました。ポケモンの開発には、任天堂とエイプ、ゲームフリークの間で契約が結ばれ、1995年にポケモン赤緑が完成しました。開発が遅れた要因として、RPGのノウハウがなかったことやアイデアのまとまりがなかったことが挙げられます。ポケモンの開発には多くの困難がありましたが、スタッフの努力によりピンチを切り抜け、ポケモンの世界観や交換の動機づけを作り出すことに成功しました。

さらに、ポケモンの魅力についても説明されました。ポケモンは国道制度やジムバッジなどの要素が冒険の進行を感じさせ、ポケモンのデザインやニックネーム、鳴き声などが生き物らしさを表現しています。また、ポケモンの多様性や人間の敵ではなく味方となる存在としての定義も紹介されています。さらに、ミュウや通信対戦などの要素が追加され、現実世界と仮想世界が繋がる楽しみが生まれました。

プレゼンテーションでは、ポケモンに関する話題が取り上げられ、ポケモンの人気がどのように変わってきたのかを考察しました。田尻氏の最近の活動や杉森さんや石原さんの貢献も強調されました。プレゼンテーションは好評を得ており、聴衆から多くのコメントが寄せられました。

最後に、ポケモンに対するノスタルジアや愛着について話され、話の内容は子供から大人まで共感できるものでした。明日も同じ内容でプレゼンテーションが行われる予定であり、エンディングに移る前にオートの方で終わりたいとのことでした。",基本情報,"['#ポケモンの歴史', '#ポケモンの魅力', '#増田純一（ポケモンのクリエイター）', '#ポケモン開発']"
ポケモン対戦アクションの最高峰 WCSポッ拳部門で熱くなろう！【リモポケ学会ex】,https://www.youtube.com/watch?v=cHph0KuSL74,このプレゼンテーションでは、ポケモンに関するゲーム「ポッ拳」について詳しく説明されています。プレゼンターは、ゲームの背景やキャラクターの再現にこだわりがあり、ゲームの完成度の高さを強調しています。ゲームのシステムや要素についても詳しく説明されており、フィールドフェーズとデュエルフェーズの流れや攻撃の種類や相性の関係などが紹介されています。さらに、ポケモンの駆け引きや戦略の要素にも触れられています。プレゼンテーションは楽しく、ポケモンに関する情報を分かりやすく伝えています。また、ポケモンのゲームに興味がある人には、体験版のダウンロードやコミュニティイベントの参加を勧めています。さらに、ポケモンの特徴や戦略についても説明され、ポケモンに関する情報収集のためのウェブサイトやイベントも紹介されています。最後に、関東トーナメントの開催が告知されました。このプレゼンテーションを通じて、ポッ拳の魅力や楽しさが伝えられています。,ポケモンというゲーム・その戦略,"['#ポケモン戦略', '#ゲーム戦略', '#ポケモン対戦', '#ポッ拳']"
ポケモン対戦動画を機械学習で解析する【リモポケ学会#mini2】,https://www.youtube.com/watch?v=RPjcT_GfoZs,このプレゼンテーションでは、ポケモンの対戦動画を解析するアプリケーション「ポケモンバトルロガー」について紹介されています。対戦の理論的な解析が難しいポケモンの対戦を楽しむために、機械学習を用いて最適な戦略を見つけるための努力が行われています。具体的には、動画解析バッチを使って対戦の統計情報を取り出し、それを集計して表示するWebアプリケーションが開発されました。また、ポケモンの名前や技を読み取るためにOCR技術が使用されており、得られたデータを分析して勝敗率やポケモンの遭遇率などを比較することも可能です。さらに、今後は技の読み取りや似た試合の検索など、さらなる機能の追加が予定されています。,技術・研究,"['#ポケモン戦略', '#ゲーム戦略', '#バトル戦略', '#ポケモン対戦', '#AIとポケモン', '#ポケモン統計学']"
ポケモン物理数学 〜ポケモンが世界に及ぼす異常性〜【リモポケ学会#3】,https://www.youtube.com/watch?v=H_o7u1t9Hzg,このプレゼンテーションでは、ポケモンに関する物理シミュレーションを用いた面白い現象が紹介されました。プレゼンターは自己紹介をし、ポケモンの知識やゲームの経験について話しました。具体的な例としてマグカルゴやジェットキー、ジラーチの特徴が取り上げられ、それぞれの特性や能力について数式やシミュレーションを用いて解説されました。さらに、ポケモンの音の大きさやエネルギー、進化による変化についても説明されました。プレゼンテーションは興味深く、ポケモンの世界について新たな知識を得ることができました。また、ポケモンに関するシミュレーションや計算を行うためのソフトウェアやプログラミング言語の使用方法も紹介されました。さらに、専門的な知識を活用することで特定の地域の生物の発達状況を調べることができるという話もありました。プレゼンテーションは質疑応答の時間もありましたが、交通の都合で終了しました。最後に、ブラッキィさんに感謝の意が表されました。,技術・研究,"['#ポケモン物理数学', '#ポケモン研究', '#ポケモンのエネルギー']"
ポケモン物理数学〜Ⅰ 風といっしょに Ⅱ 強肉弱食こそ理〜【リモポケ学会#7】,https://www.youtube.com/watch?v=xuLByIymaXo,このプレゼンテーションでは、ポケモンに関する物理数学と教育学について話されました。プレゼンターのブラッキーさんは自己紹介をし、ポケモンについての思いや好きなポケモンについて話しました。ポケモンの世界で風と一緒に歩くことができるポケモン「ワタコ」について紹介されましたが、実際には風の力だけでは世界中を旅することはできないことが分かりました。また、強さに関わらず自分の好きなポケモンで勝つことが大切だというメッセージも伝えられました。強いポケモンと弱いポケモンの定義についても考察され、弱そうなポケモンでも実は強い能力を持っていることが示されました。特にヨワシについては、魚群を作ることで強力な姿に変化し、雷と同じくらいのエネルギーを生じることが計算されました。しかし、魚群にはいくつかの問題があり、それについても考察されました。質疑応答では、ポケモンの物理的な要素やエネルギーについての考察が行われ、次回のプレゼンテーションではポケモンクイズに特化した楽しい問題が紹介される予定です。,技術・研究,"['#ポケモン物理数学', '#ポケモンのエネルギー']"
